ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES1,C00355,IT0001215,22-Mar-17,221294,240,4-Apr-17,21603868,32
ES3,C00293,IT0001076,11-May-17,263373,250,14-May-17,21605735,250
ES1,C00201,IT0001096,20-Nov-17,265146,250,23-Nov-17,21612863,250
ES1,C00335,IT0001415,11-Feb-17,262645,30,15-Feb-17,21601763,28
ES1,C00264,IT0001084,19-Jan-17,291351,1500,16-Feb-17,21601795,250
ES1,C00301,IT0001020,19-May-17,263543,800,18-Jun-17,21607344,320
ES1,C00301,IT0001020,19-May-17,263543,800,20-Jun-17,21607451,160
ES3,C00102,IT0001151,28-Aug-17,264388,24,29-Aug-17,21609919,24
ES3,C00313,IT0001443,4-Jul-17,263900,25,29-Oct-17,21611949,25
ES1,C00283,IT0001124,5-Dec-17,265263,16,10-Dec-17,21613387,16
ES1,C00156,IT0001170,16-May-17,291616,96,22-May-17,21606156,96
ES1,C00287,IT0001151,15-Mar-17,262964,80,27-Mar-17,21603546,80
ES1,C00340,IT0001176,10-Dec-17,265270,6,12-Dec-17,21613452,6
ES1,C00311,IT0001133,8-May-17,263391,60,9-May-17,21605533,60
ES1,C00173,IT0001070,24-Jan-17,291354,200,31-Jan-17,21601133,200
ES1,C00110,IT0001040,13-Aug-17,264235,72,28-Sep-17,21610910,72
ES1,C00143,IT0001113,11-Aug-17,264233,2,11-Aug-17,21609246,2
ES1,C00254,IT0001406,21-Feb-17,291432,7,16-Mar-17,21603078,7
ES1,C00143,IT0001381,1-Oct-17,264664,10,10-Oct-17,21611215,10
ES1,C00115,IT0001371,3-Nov-17,264969,506,3-Nov-17,21612073,506
ES1,C00113,IT0001113,23-Feb-17,262761,72,10-Apr-17,21604123,72
ES3,C00306,IT0001113,21-Jul-17,263865,144,11-Aug-17,21609209,72
ES3,C00306,IT0001113,21-Jul-17,263865,144,21-Aug-17,21609565,72
ES1,C00205,IT0001108,21-Sep-17,264583,130,22-Sep-17,21610683,130
ES1,C00127,IT0001040,24-Aug-17,264332,72,24-Aug-17,21609772,72
ES1,C00257,IT0001133,7-Nov-17,265007,30,10-Nov-17,21612371,30
ES3,C00311,IT0001124,20-Aug-17,264304,80,22-Aug-17,21609645,16
ES3,C00311,IT0001124,20-Aug-17,264304,80,23-Aug-17,21609708,64
ES1,C00315,IT0001159,1-Aug-17,264092,64,13-Aug-17,21609309,64
ES3,C00127,IT0001124,24-Dec-17,265465,20,26-Dec-17,21613966,20
ES1,C00264,IT0001084,19-Jan-17,291351,1500,23-Feb-17,21602117,1250
ES1,C00252,IT0001096,27-Jan-17,291372,2560,31-Jan-17,21601136,1600
ES1,C00252,IT0001096,27-Jan-17,291372,2560,31-Jan-17,21601140,960
ES3,C00152,IT0001026,25-Sep-17,291805,500,28-Sep-17,21610905,291
ES1,C00329,IT0001101,2-Mar-17,262774,25,2-Mar-17,21602542,25
ES1,C00237,IT0001037,6-Sep-17,291782,50,7-Sep-17,21610243,50
ES1,C00237,IT0001043,4-Apr-17,291531,72,13-Apr-17,21604280,72
ES1,C00308,IT0001043,31-Jul-17,291722,72,31-Jul-17,21608839,72
ES3,C00152,IT0001026,25-Sep-17,291805,500,3-Oct-17,21610998,209
ES1,C00308,IT0001096,13-Mar-17,291482,480,22-Mar-17,21603329,480
ES1,C00264,IT0001096,14-Sep-17,291786,2100,26-Sep-17,21610795,500
ES1,C00127,IT0001076,5-Aug-16,261035,1250,14-Jan-17,21600483,500
ES1,C00127,IT0001076,5-Aug-16,261035,1250,17-Jan-17,21600538,250
ES1,C00127,IT0001076,5-Aug-16,261035,1250,19-Jan-17,21600598,250
ES1,C00315,IT0001176,21-Nov-17,265145,6,22-Nov-17,21612770,6
ES1,C00146,IT0001182,24-Apr-17,263284,25,28-Apr-17,21605055,25
ES1,C00301,IT0001151,19-May-17,263543,320,13-Jun-17,21607139,128
ES1,C00301,IT0001151,19-May-17,263543,320,20-Jun-17,21607451,192
ES1,C00284,IT0001127,8-May-17,291597,100,29-May-17,21606412,100
ES3,C00102,IT0001151,16-Jun-17,263787,40,20-Jun-17,21607372,40
ES1,C00138,IT0001022,7-Apr-17,291541,250,23-Apr-17,21604676,250
ES1,C00205,IT0001020,21-Sep-17,264583,640,24-Oct-17,21611755,320
ES3,C00311,IT0001012,20-Aug-17,264304,1000,22-Aug-17,21609645,750
ES3,C00311,IT0001012,20-Aug-17,264304,1000,5-Sep-17,21610160,250
ES1,C00205,IT0001371,14-Jun-17,263765,40,15-Jun-17,21607260,5
ES1,C00315,IT0001381,10-Mar-17,262916,10,14-Mar-17,21602954,10
ES1,C00205,IT0001371,14-Jun-17,263765,40,19-Jun-17,21607380,35
ES1,C00312,IT0001012,16-May-17,263486,250,16-May-17,21605920,250
ES1,C00129,IT0001012,7-Dec-17,265280,500,12-Dec-17,21613465,500
ES1,C00257,IT0001151,31-Jan-17,262515,40,2-Feb-17,21601230,40
ES1,C00311,IT0001151,27-Feb-17,262788,200,29-FEB-2017,21602438,200
ES1,C00240,IT0001151,15-Feb-17,262681,56,20-Feb-17,21601975,56
ES3,C00246,IT0001151,28-Jul-17,264074,24,30-Jul-17,21608816,24
ES1,C00313,IT0001162,18-Feb-17,262704,156,7-Mar-17,21602778,36
ES1,C00313,IT0001162,18-Feb-17,262704,156,12-Mar-17,21602922,30
ES3,C00126,IT0001101,26-Apr-17,263292,70,2-May-17,21605233,70
ES1,C00304,IT0001113,28-Nov-17,265209,32,29-Nov-17,21613087,32
ES3,C00303,IT0001113,23-May-17,263552,250,24-May-17,21606262,178
ES1,C00313,IT0001162,18-Feb-17,262704,156,20-Mar-17,21603211,30
ES1,C00313,IT0001162,18-Feb-17,262704,156,11-Apr-17,21604199,60
ES1,C00301,IT0001162,17-Jan-17,262373,48,9-Feb-17,21601573,12
ES1,C00301,IT0001162,17-Jan-17,262373,48,13-Feb-17,21601660,36
ES1,C00287,IT0001162,11-Feb-17,262640,24,17-Feb-17,21601880,24
ES1,C00301,IT0001159,27-Aug-17,264377,80,6-Sep-17,21610213,40
ES1,C00301,IT0001159,27-Aug-17,264377,80,26-Sep-17,21610827,40
ES1,C00305,IT0001133,23-Aug-17,264342,48,23-Aug-17,21609750,48
ES3,C00289,IT0001133,11-Jul-17,263875,210,13-Jul-17,21608157,36
ES1,C00182,IT0001101,6-Jun-17,263684,50,7-Jun-17,21606913,50
ES1,C00182,IT0001108,6-Jun-17,263684,50,7-Jun-17,21606913,50
ES1,C00195,IT0001042,18-Feb-17,291429,100,20-Feb-17,21601946,100
ES3,C00195,IT0001042,16-Jul-17,291707,30,31-Jul-17,21608804,30
ES1,C00101,IT0001101,8-Nov-17,265025,180,4-Dec-17,21613167,180
ES3,C00289,IT0001133,11-Jul-17,263875,210,7-Sep-17,21610297,66
ES3,C00289,IT0001133,11-Jul-17,263875,210,8-Sep-17,21610343,108
ES1,C00283,IT0001133,15-Mar-17,262958,18,19-Mar-17,21603205,18
ES1,C00312,IT0001012,7-Apr-17,263157,1000,9-Apr-17,21604110,1000
ES3,C00128,IT0001012,18-May-17,263525,2500,28-May-17,21606382,750
ES3,C00128,IT0001012,18-May-17,263525,2500,30-May-17,21606591,750
ES3,C00128,IT0001012,18-May-17,263525,2500,7-Jun-17,21606911,1000
ES1,C00335,IT0001415,11-Feb-17,262645,30,1-Mar-17,21602544,2
ES1,C00315,IT0001012,19-Jan-17,262401,500,30-Jan-17,21601103,500
ES1,C00238,IT0001012,10-Mar-17,262922,2500,4-Apr-17,21603946,1000
ES1,C00238,IT0001012,10-Mar-17,262922,2500,10-Apr-17,21604178,250
ES1,C00293,IT0001088,20-Nov-17,265137,150,4-Dec-17,21613142,150
ES1,C00205,IT0001162,10-Apr-17,263175,120,21-Apr-17,21604654,120
ES1,C00257,IT0001162,18-Apr-17,263240,24,20-Apr-17,21604591,24
ES3,C00102,IT0001162,17-Apr-17,263233,30,18-Apr-17,21604482,30
ES1,C00238,IT0001162,16-Aug-16,261113,96,9-Jan-17,21600218,96
ES1,C00106,IT0001124,7-Dec-17,265291,20,7-Dec-17,21613326,20
ES1,C00101,IT0001124,8-Nov-17,265025,100,10-Nov-17,21612352,64
ES1,C00101,IT0001124,8-Nov-17,265025,100,4-Dec-17,21613167,36
ES1,C00143,IT0001088,17-May-17,263482,13,18-May-17,21605949,13
ES1,C00316,IT0001088,21-Apr-17,263271,480,24-Apr-17,21604805,160
ES1,C00238,IT0001012,10-Mar-17,262922,2500,18-Apr-17,21604548,500
ES1,C00238,IT0001012,10-Mar-17,262922,2500,23-Apr-17,21604772,750
ES1,C00354,IT0001012,18-Feb-17,262717,1250,26-Mar-17,21603561,750
ES1,C00113,IT0001012,23-Feb-17,262762,2000,23-Mar-17,21603412,750
ES1,C00313,IT0001467,11-Jul-17,263918,34,17-Jul-17,21608317,34
ES1,C00257,IT0001414,14-Aug-17,264218,6,16-Aug-17,21609431,6
ES1,C00245,IT0001414,9-Nov-17,291883,25,22-Nov-17,21612778,25
ES1,C00101,IT0001088,5-Jun-17,263691,640,9-Jun-17,21606992,640
ES3,C00102,IT0001088,17-Nov-17,265118,160,21-Nov-17,21612704,160
ES1,C00113,IT0001088,6-Dec-16,261982,800,4-Feb-17,21601344,320
ES1,C00107,IT0001451,23-Jun-17,263592,4,27-Jun-17,21607663,4
ES3,C00238,IT0001101,29-Sep-17,264666,180,23-Oct-17,21611686,180
ES1,C00238,IT0001101,25-Oct-17,264885,360,15-Nov-17,21612536,180
ES1,C00238,IT0001101,25-Oct-17,264885,360,8-Dec-17,21613336,180
ES3,C00303,IT0001113,23-May-17,263552,250,31-May-17,21606605,72
ES1,C00113,IT0001114,27-Nov-17,265201,50,28-Nov-17,21612991,19
ES1,C00113,IT0001114,27-Nov-17,265201,50,26-Dec-17,21613981,31
ES1,C00315,IT0001467,22-Jun-17,263819,16,5-Jul-17,21607969,16
ES1,C00308,IT0001024,31-Jul-17,291722,640,31-Jul-17,21608839,640
ES1,C00316,IT0001088,21-Apr-17,263271,480,9-Aug-17,21609119,320
ES3,C00128,IT0001088,29-Dec-16,262133,480,2-Jan-17,21600015,160
ES1,C00313,IT0001415,25-Jul-17,264020,10,30-Jul-17,21608830,10
ES1,C00110,IT0001488,13-Aug-17,264240,5,18-Aug-17,21609501,5
ES1,C00335,IT0001494,3-Feb-17,262554,50,6-Feb-17,21601364,50
ES1,C00240,IT0001481,15-Feb-17,262682,5,20-Feb-17,21601976,5
ES1,C00256,IT0001481,12-Jun-17,291670,106,26-Jun-17,21607627,106
ES1,C00315,IT0001381,16-Nov-17,265110,2,20-Nov-17,21612642,2
ES1,C00254,IT0001494,18-May-17,291620,52,29-Aug-17,21609908,52
ES1,C00365,IT0001478,31-May-17,221388,18,3-Jul-17,21607866,18
ES1,C00355,IT0001223,23-Jun-17,221405,120,12-Jul-17,21608059,120
ES1,C00358,IT0001468,1-Jun-17,221392,250,25-Jun-17,21607606,250
ES1,C00359,IT0001484,15-Feb-17,221252,15,22-Feb-17,21602080,15
ES1,C00360,IT0001468,21-Apr-17,221284,88,23-Apr-17,21604683,88
ES1,C00359,IT0001468,2-Jul-17,221413,150,21-Jul-17,21608447,150
ES1,C00359,IT0001081,27-Apr-17,221363,80,28-Apr-17,21605094,80
ES1,C00365,IT0001052,31-May-17,221388,600,3-Jul-17,21607866,600
ES1,C00355,IT0001237,21-Jan-17,221259,1152,22-May-17,21606096,1152
ES1,C00355,IT0001232,2-Jul-17,221415,45,25-Jul-17,21608570,45
ES1,C00355,IT0001222,16-Nov-17,221496,312,8-Dec-17,21613295,312
ES1,C00355,IT0001223,7-Dec-17,221508,120,25-Dec-17,21613908,120
ES3,C00106,IT0001124,16-Jan-17,262342,48,19-Jan-17,21600589,48
ES1,C00205,IT0001159,31-Oct-17,264943,80,14-Nov-17,21612450,40
ES1,C00205,IT0001159,31-Oct-17,264943,80,22-Nov-17,21612732,40
ES1,C00314,IT0001159,15-Jun-17,263775,232,20-Aug-17,21609597,64
ES1,C00314,IT0001159,15-Jun-17,263775,232,27-Sep-17,21610881,104
ES1,C00358,IT0001124,28-Apr-17,221368,10,25-Jun-17,21607605,10
ES1,C00314,IT0001113,3-Apr-17,263120,144,21-Aug-17,21609655,144
ES1,C00335,IT0001113,2-May-17,263341,72,12-Jun-17,21607102,72
ES1,C00238,IT0001113,30-May-17,263636,144,27-Jun-17,21607677,72
ES1,C00152,IT0001099,27-Oct-17,291864,38,29-Oct-17,21611863,38
ES1,C00293,IT0001088,8-May-17,263419,440,22-May-17,21606136,120
ES1,C00301,IT0001088,13-Nov-17,265068,640,17-Nov-17,21612613,320
ES1,C00223,IT0001415,16-Feb-17,221278,100,2-Mar-17,21602494,100
ES1,C00252,IT0001084,14-Mar-17,291484,1000,17-Mar-17,21603088,500
ES1,C00113,IT0001088,6-Dec-16,261982,800,10-Feb-17,21601556,160
ES1,C00113,IT0001088,6-Dec-16,261982,800,11-Feb-17,21601648,160
ES1,C00354,IT0001088,11-Feb-17,262535,320,11-Feb-17,21601671,160
ES1,C00354,IT0001088,11-Feb-17,262535,320,14-Feb-17,21601770,160
ES3,C00193,IT0001088,25-Jan-17,262448,1250,25-Jan-17,21600924,30
ES1,C00293,IT0001088,8-May-17,263419,440,25-May-17,21606291,320
ES3,C00316,IT0001102,8-Dec-17,265303,10,27-Dec-17,21614006,10
ES3,C00370,IT0001117,22-Nov-17,291909,48,28-Nov-17,21612973,48
ES1,C00314,IT0001040,31-Aug-16,261250,72,11-Jun-17,21607047,72
ES1,C00115,IT0001088,26-Nov-17,265189,250,28-Nov-17,21612969,250
ES1,C00359,IT0001419,17-Apr-17,221355,7,27-Apr-17,21604972,7
ES3,C00128,IT0001068,7-Nov-17,265015,432,10-Nov-17,21612361,144
ES1,C00312,IT0001012,12-Jun-17,263748,1000,13-Jun-17,21607147,1000
ES1,C00287,IT0001088,18-Jan-17,262375,320,19-Jan-17,21600655,320
ES1,C00301,IT0001088,22-Sep-17,264603,320,27-Sep-17,21610921,320
ES1,C00283,IT0001020,2-Feb-17,262538,320,4-Feb-17,21601328,160
ES1,C00283,IT0001020,2-Feb-17,262538,320,8-Feb-17,21601463,160
ES1,C00355,IT0001235,28-Sep-17,221471,70,24-Oct-17,21611702,70
ES1,C00355,IT0001226,16-Nov-17,221496,312,12-Dec-17,21613443,312
ES1,C00359,IT0001497,27-Apr-17,221363,9,28-Apr-17,21605094,9
ES1,C00361,IT0001384,29-Aug-17,221454,150,20-Sep-17,21610586,150
ES1,C00283,IT0001020,20-Sep-17,264577,480,24-Sep-17,21610743,320
ES1,C00283,IT0001020,20-Sep-17,264577,480,28-Sep-17,21610917,160
ES1,C00301,IT0001020,1-Oct-17,264673,800,8-Oct-17,21611188,160
ES1,C00301,IT0001020,1-Oct-17,264673,800,10-Oct-17,21611221,320
ES1,C00301,IT0001020,1-Oct-17,264673,800,11-Oct-17,21611312,320
ES1,C00287,IT0001088,8-Sep-17,264510,640,14-Sep-17,21610368,480
ES1,C00287,IT0001088,8-Sep-17,264510,640,16-Oct-17,21611471,160
ES1,C00301,IT0001076,7-Jun-17,263718,500,2-Jul-17,21607881,500
ES1,C00110,IT0001076,11-Oct-17,264753,500,14-Nov-17,21612443,500
ES3,C00193,IT0001088,25-Jan-17,262448,1250,1-Feb-17,21601229,320
ES3,C00193,IT0001088,25-Jan-17,262448,1250,13-Feb-17,21601699,320
ES3,C00193,IT0001088,25-Jan-17,262448,1250,27-Feb-17,21602334,580
ES3,C00311,IT0001088,8-Feb-17,262588,480,15-Feb-17,21601760,160
ES3,C00311,IT0001088,8-Feb-17,262588,480,20-Feb-17,21602029,320
ES1,C00106,IT0001088,13-Nov-17,265078,250,19-Nov-17,21612594,250
ES1,C00266,IT0001016,30-Oct-17,291833,50,30-Oct-17,21611930,50
ES1,C00315,IT0001016,10-Dec-17,265324,50,22-Dec-17,21613857,50
ES3,C00127,IT0001076,24-Dec-17,265465,500,24-Dec-17,21613892,250
ES3,C00127,IT0001076,24-Dec-17,265465,500,28-Dec-17,21614070,250
ES1,C00101,IT0001076,26-Jul-17,264038,1000,27-Jul-17,21608715,1000
ES1,C00113,IT0001012,23-Feb-17,262762,2000,26-Mar-17,21603467,500
ES1,C00113,IT0001012,23-Feb-17,262762,2000,26-Mar-17,21603526,750
ES1,C00354,IT0001012,18-Feb-17,262717,1250,9-Apr-17,21604102,500
ES1,C00127,IT0001012,10-Dec-17,265298,1000,12-Dec-17,21613449,500
ES1,C00127,IT0001012,10-Dec-17,265298,1000,20-Dec-17,21613750,500
ES1,C00102,IT0001012,5-Jul-17,263905,2500,17-Sep-17,21610418,500
ES1,C00102,IT0001012,5-Jul-17,263905,2500,15-Oct-17,21611405,500
ES1,C00354,IT0001040,11-Feb-17,262535,72,15-Feb-17,21601847,72
ES1,C00315,IT0001040,3-Nov-17,264971,72,5-Nov-17,21612140,72
ESR,C00224,IT0001451,11-Jul-17,221410,-10,18-Jul-17,21600059,-10
ES1,C00339,IT0001139,1-Oct-17,291814,96,5-Oct-17,21611196,96
ES1,C00339,IT0001130,26-Jul-17,291727,120,31-Jul-17,21608802,120
ES3,C00240,IT0001170,13-Jun-17,263762,54,18-Jun-17,21607294,54
ES3,C00110,IT0001012,30-May-17,263639,1500,4-Jun-17,21606702,1000
ES3,C00110,IT0001012,30-May-17,263639,1500,6-Jun-17,21606853,500
ES3,C00238,IT0001028,10-Aug-17,264190,180,11-Aug-17,21609230,180
ES1,C00301,IT0001012,13-Oct-17,264779,2500,23-Oct-17,21611691,750
ES3,C00316,IT0001089,14-Apr-17,263218,414,25-Apr-17,21604872,414
ES3,C00246,IT0001088,25-Dec-17,265478,160,27-Dec-17,21613994,160
ES1,C00290,IT0001432,20-Jul-17,291718,3,31-Jul-17,21608801,3
ES1,C00311,IT0001433,27-Feb-17,262789,10,3-Mar-17,21602583,10
ES3,C00313,IT0001151,15-Aug-17,264255,160,15-Sep-17,21610455,80
ES3,C00313,IT0001151,15-Aug-17,264255,160,20-Sep-17,21610610,80
ES1,C00115,IT0001076,29-Aug-17,264392,1250,25-Sep-17,21610756,250
ES1,C00304,IT0001077,31-Jan-17,262440,100,31-Jan-17,21601175,100
ES1,C00252,IT0001084,14-Mar-17,291484,1000,20-Mar-17,21603184,250
ES3,C00152,IT0001414,19-Oct-17,291815,15,29-Oct-17,21611899,15
ES1,C00252,IT0001084,14-Mar-17,291484,1000,7-Apr-17,21604010,250
ES1,C00284,IT0001084,31-May-17,291650,200,21-Jun-17,21607431,200
ES1,C00358,IT0001491,15-Mar-17,221318,155,17-Apr-17,21604400,105
ES3,C00118,IT0001266,9-Jun-17,263560,15000,11-Jun-17,21607043,1664
ES3,C00118,IT0001266,9-Jun-17,263560,15000,13-Jun-17,21607075,8320
ES1,C00201,IT0001139,20-Nov-17,265146,15,23-Nov-17,21612863,15
ES1,C00363,IT0001128,15-Aug-17,221433,50,16-Aug-17,21609386,50
ES1,C00301,IT0001012,13-Oct-17,264779,2500,25-Oct-17,21611789,750
ES3,C00329,IT0001076,13-Mar-17,262941,955,15-Mar-17,21603011,250
ES3,C00329,IT0001076,13-Mar-17,262941,955,6-Apr-17,21603996,100
ES3,C00329,IT0001076,13-Mar-17,262941,955,19-Jun-17,21607410,300
ES3,C00329,IT0001076,13-Mar-17,262941,955,17-Jul-17,21608319,250
ES3,C00329,IT0001076,13-Mar-17,262941,955,20-Jul-17,21608431,55
ES1,C00287,IT0001088,18-Jan-17,262385,160,19-Jan-17,21600657,160
ES1,C00354,IT0001076,21-Nov-17,265142,500,22-Nov-17,21612775,250
ES1,C00355,IT0001219,22-Mar-17,221295,95,9-Apr-17,21604069,70
ES1,C00355,IT0001219,22-Mar-17,221295,95,18-Apr-17,21604463,25
ES1,C00151,IT0001249,17-Feb-17,262696,160,24-Feb-17,21602257,160
ES1,C00313,IT0001172,11-Jul-17,263918,6,11-Jul-17,21608119,6
ES1,C00354,IT0001076,21-Nov-17,265142,500,24-Nov-17,21612882,250
ES1,C00315,IT0001176,19-Jan-17,262401,12,30-Jan-17,21601103,12
ES1,C00127,IT0001088,12-Jun-17,263739,1600,12-Jun-17,21607057,160
ES1,C00127,IT0001088,12-Jun-17,263739,1600,12-Jun-17,21607077,320
ES1,C00127,IT0001088,12-Jun-17,263739,1600,15-Jun-17,21607226,320
ES1,C00127,IT0001088,12-Jun-17,263739,1600,20-Sep-17,21610624,160
ES1,C00355,IT0001512,26-Oct-17,221490,168,14-Nov-17,21612421,168
ES1,C00355,IT0001235,26-May-17,221380,210,28-Jun-17,21607707,70
ES1,C00355,IT0001235,26-May-17,221380,210,12-Jul-17,21608079,140
ES1,C00355,IT0001222,7-Dec-17,221508,312,18-Dec-17,21613615,312
ESR,C00224,IT0001450,11-Jul-17,221410,-41,18-Jul-17,21600059,-41
ES1,C00156,IT0001116,22-Dec-16,291305,216,10-Jan-17,21600249,72
ES1,C00115,IT0001113,22-Sep-17,264600,144,22-Sep-17,21610725,90
ES1,C00355,IT0001236,31-Mar-17,221334,960,9-Jun-17,21606938,960
ES1,C00355,IT0001237,25-Aug-17,221452,384,18-Sep-17,21610472,288
ES1,C00355,IT0001237,25-Aug-17,221452,384,25-Sep-17,21610769,96
ES1,C00127,IT0001088,12-Jun-17,263739,1600,21-Sep-17,21610675,160
ES1,C00127,IT0001088,12-Jun-17,263739,1600,25-Sep-17,21610772,160
ES1,C00127,IT0001088,12-Jun-17,263739,1600,23-Oct-17,21611708,160
ES1,C00127,IT0001088,12-Jun-17,263739,1600,9-Nov-17,21612305,160
ES1,C00205,IT0001020,3-May-17,263344,320,29-May-17,21606446,320
ES1,C00342,IT0001020,6-Nov-17,264987,320,7-Nov-17,21612209,320
ES1,C00115,IT0001113,22-Sep-17,264600,144,25-Sep-17,21610758,54
ES3,C00102,IT0001108,9-Aug-17,264194,130,20-Aug-17,21609518,130
ES1,C00238,IT0001113,16-Nov-17,265097,144,23-Nov-17,21612866,144
ES1,C00123,IT0001012,4-Aug-17,291740,750,16-Oct-17,21611440,750
ES1,C00252,IT0001024,10-Feb-17,291411,1150,15-Feb-17,21601720,320
ES1,C00173,IT0001099,22-Nov-17,291888,600,24-Nov-17,21613037,600
ES1,C00252,IT0001024,10-Feb-17,291411,1150,15-Feb-17,21601775,830
ES1,C00101,IT0001113,19-Jun-17,263795,144,25-Jun-17,21607631,72
ES1,C00101,IT0001113,19-Jun-17,263795,144,27-Jul-17,21608714,72
ES1,C00340,IT0001151,19-Dec-17,265409,24,22-Dec-17,21613833,24
ES1,C00351,IT0001170,27-Nov-17,265181,18,28-Nov-17,21613035,18
ES1,C00110,IT0001159,10-Jul-17,263914,24,13-Aug-17,21609244,24
ES1,C00337,IT0001151,16-Oct-17,264812,24,25-Oct-17,21611805,24
ES1,C00173,IT0001170,8-Dec-17,291929,100,28-Dec-17,21614063,100
ES1,C00356,IT0001385,13-Feb-17,221281,84,3-Apr-17,21603854,84
ES1,C00156,IT0001096,16-Jul-17,291708,1280,28-Jul-17,21608707,1280
ES1,C00251,IT0001088,11-Aug-17,291746,150,28-Aug-17,21609880,150
ES3,C00316,IT0001126,26-May-17,263604,1000,31-May-17,21606621,91
ES3,C00316,IT0001126,26-May-17,263604,1000,12-Jul-17,21608124,4
ES3,C00316,IT0001126,26-May-17,263604,1000,7-Sep-17,21610283,32
ES1,C00245,IT0001432,20-Jul-17,291721,21,26-Jul-17,21608601,21
ES1,C00115,IT0001151,16-Nov-17,265108,80,25-Dec-17,21613902,80
ES1,C00156,IT0001116,13-Dec-17,291935,72,20-Dec-17,21613753,72
ES1,C00335,IT0001405,7-Sep-17,264494,5,4-Oct-17,21611065,5
ES1,C00360,IT0001412,21-Apr-17,221284,4,23-Apr-17,21604683,4
ES1,C00115,IT0001076,29-Aug-17,264392,1250,26-Sep-17,21610809,250
ES1,C00115,IT0001076,29-Aug-17,264392,1250,28-Sep-17,21610901,250
ES1,C00115,IT0001076,29-Aug-17,264392,1250,29-Sep-17,21610943,500
ES1,C00246,IT0001088,10-Apr-17,263185,160,11-Apr-17,21604248,160
ES3,C00201,IT0001088,4-Sep-17,264452,25,15-Sep-17,21610433,25
ES1,C00277,IT0001101,21-Jun-17,263805,10,25-Jun-17,21607578,10
ES3,C00128,IT0001068,7-Nov-17,265015,432,21-Nov-17,21612685,72
ES3,C00128,IT0001068,7-Nov-17,265015,432,4-Dec-17,21613190,144
ES3,C00128,IT0001068,7-Nov-17,265015,432,13-Dec-17,21613463,72
ES3,C00128,IT0001068,14-Aug-17,264251,72,15-Aug-17,21609351,72
ES1,C00313,IT0001088,25-Aug-17,264338,480,25-Aug-17,21609849,160
ES1,C00313,IT0001088,25-Aug-17,264338,480,29-Aug-17,21609992,160
ES1,C00313,IT0001088,25-Aug-17,264338,480,1-Sep-17,21610109,160
ESR,C00201,IT0001088,19-Sep-17,264573,-25,21-Sep-17,21600076,-25
ES3,C00316,IT0001126,26-May-17,263604,1000,27-Sep-17,21610886,43
ES3,C00316,IT0001126,26-May-17,263604,1000,18-Oct-17,21611587,24
ES1,C00350,IT0001151,7-Dec-17,265294,1000,7-Dec-17,21613363,504
,,,,,,,,
ES1,C00301,IT0001151,23-Jun-17,263812,48,23-Jun-17,21607588,48
ES1,C00205,IT0001133,28-Apr-17,263326,42,12-May-17,21605723,42
ES1,C00311,IT0001133,10-Mar-17,262913,120,26-Mar-17,21603487,18
ES1,C00128,IT0001178,16-Mar-17,262976,100,21-Mar-17,21603292,100
ES1,C00237,IT0001084,23-Mar-17,291503,500,30-Mar-17,21603688,500
ES1,C00166,IT0001101,5-Jan-17,262277,120,23-May-17,21606248,120
ES1,C00115,IT0001040,15-Jun-17,263776,72,30-Jun-17,21607794,72
ES3,C00316,IT0001451,22-Aug-17,264296,1,24-Aug-17,21609760,1
ES1,C00113,IT0001124,18-Dec-17,265377,32,29-Dec-17,21614082,32
ES3,C00316,IT0001126,26-May-17,263604,1000,3-Nov-17,21612105,72
ES1,C00283,IT0001162,1-Nov-17,264949,48,2-Nov-17,21612089,48
ES3,C00316,IT0001135,2-Mar-17,262846,24,10-Mar-17,21602820,24
ES1,C00126,IT0001088,24-Aug-17,264319,500,24-Aug-17,21609790,500
ES3,C00304,IT0001088,18-Oct-17,264824,320,19-Oct-17,21611621,320
ES1,C00257,IT0001088,14-Nov-17,265074,320,16-Nov-17,21612575,320
ES1,C00335,IT0001088,29-Sep-17,264668,640,11-Oct-17,21611274,160
ES1,C00335,IT0001088,29-Sep-17,264668,640,11-Oct-17,21611274,160
ES1,C00335,IT0001088,29-Sep-17,264668,640,13-Oct-17,21611428,160
ES1,C00335,IT0001088,29-Sep-17,264668,640,7-Nov-17,21612208,160
ES3,C00139,IT0001088,3-Mar-17,262816,518,5-Mar-17,21602617,130
ES3,C00139,IT0001088,3-Mar-17,262816,518,28-Mar-17,21603595,388
ES1,C00335,IT0001108,8-Mar-16,259887,260,1-Jun-17,21606678,130
ES1,C00240,IT0001414,30-Oct-17,264926,10,8-Nov-17,21612238,10
ES1,C00205,IT0001088,9-Nov-17,265029,1600,13-Nov-17,21612452,480
ES1,C00205,IT0001088,9-Nov-17,265029,1600,14-Nov-17,21612452,160
ES1,C00205,IT0001088,9-Nov-17,265029,1600,20-Nov-17,21612697,480
ES1,C00205,IT0001088,9-Nov-17,265029,1600,22-Nov-17,21612734,160
ES1,C00205,IT0001088,9-Nov-17,265029,1600,27-Nov-17,21612940,320
ES3,C00354,IT0001088,19-Dec-17,265404,160,21-Dec-17,21613863,160
ES1,C00351,IT0001088,12-Oct-17,264774,25,25-Oct-17,21611769,25
ES3,C00110,IT0001088,20-Dec-17,265423,160,26-Dec-17,21613977,160
